# BACKTEST CONFIG
min_score,conviction,stop_pct,tp_pct,direction,size_usd,slippage_pct,signal_flip,gap_stop,max_hold
4,60.0,1.5,4.5,both,1000.0,0.1,True,True,20

# PER-TICKER SUMMARY
ticker,trades,wins,losses,win_rate_pct,avg_r,expectancy,total_pnl_usd,avg_pnl_pct,max_drawdown_pct,avg_hold_bars,profit_factor,total_slippage_usd,bars_tested,compute_secs,exit_stop,exit_gap_stop,exit_take_profit,exit_signal_flip,exit_max_hold
CEG,short,2026-03-12,2026-03-12,0,296.2427,300.69,300.69,282.91,3,-13.34,-1.5,-1.0,stop,-7,100.0,0.89
CEG,short,2026-03-16,2026-03-17,1,305.0901,309.67,309.67,291.36,3,-13.74,-1.5,-1.0,stop,-6,83.3,0.92
CEG,long,2026-03-19,2026-03-19,0,313.7714,309.06,309.06,327.89,3,-14.13,-1.5,-1.0,stop,4,61.1,0.94
CEG,short,2026-03-23,2026-03-23,0,289.7892,294.14,294.14,276.75,3,-13.05,-1.5,-1.0,stop,-5,73.3,0.87
CEG,short,2026-03-27,2026-03-27,0,295.1555,299.58,299.58,281.87,3,-13.27,-1.5,-1.0,stop,-6,83.3,0.89
CEG,long,2026-04-15,2026-04-15,0,298.28,293.81,293.81,311.7,3,-13.41,-1.5,-1.0,stop,6,83.3,0.89
CEG,long,2026-04-17,2026-04-17,0,303.8519,299.29,299.29,317.53,3,-13.69,-1.5,-1.0,stop,6,83.3,0.91
CEG,long,2026-04-24,2026-04-24,0,293.9474,307.18,289.54,307.18,3,39.7,4.5,3.0,take_profit,6,83.3,0.88
CEG,long,2026-05-27,2026-05-27,0,300.9206,296.41,296.41,314.46,3,-13.53,-1.5,-1.0,stop,6,83.3,0.9
CEG,short,2026-06-02,2026-06-02,0,266.723,270.72,270.72,254.72,3,-11.99,-1.5,-1.0,stop,-5,73.3,0.8
CEG,short,2026-06-04,2026-06-05,1,266.5882,254.59,270.59,254.59,3,35.99,4.5,3.0,take_profit,-6,83.3,0.8
META,short,2025-07-28,2025-07-28,0,712.8108,715.95,723.5,680.73,1,-3.14,-0.44,-0.29,signal_flip,-5,72.2,0.71
META,short,2025-09-11,2025-09-12,1,752.129,753.82,763.41,718.28,1,-1.69,-0.22,-0.15,signal_flip,-4,62.2,0.75
META,short,2025-10-13,2025-10-15,2,711.1077,721.77,721.77,679.11,1,-10.66,-1.5,-1.0,stop,-4,62.2,0.71
META,short,2025-11-13,2025-11-18,3,611.4343,583.92,620.61,583.92,1,27.51,4.5,3.0,take_profit,-5,73.3,0.61
META,long,2025-12-19,2025-12-22,1,666.5158,656.52,656.52,696.51,1,-10.0,-1.5,-1.0,stop,6,88.9,0.67
META,long,2025-12-24,2026-01-02,5,662.6252,652.69,652.69,692.44,1,-9.94,-1.5,-1.0,stop,5,72.2,0.66
META,long,2026-01-07,2026-01-07,0,655.7342,645.9,645.9,685.24,1,-9.83,-1.5,-1.0,stop,5,72.2,0.66
META,long,2026-01-23,2026-01-26,1,644.8627,673.88,635.19,673.88,1,29.02,4.5,3.0,take_profit,6,88.9,0.64
META,long,2026-02-10,2026-02-11,1,677.6973,667.53,667.53,708.19,1,-10.17,-1.5,-1.0,stop,6,83.3,0.68
META,short,2026-03-02,2026-03-02,0,635.9783,645.52,645.52,607.36,1,-9.54,-1.5,-1.0,stop,-4,61.1,0.64
META,short,2026-03-09,2026-03-09,0,633.6027,643.11,643.11,605.09,1,-9.51,-1.5,-1.0,stop,-5,72.2,0.63
META,long,2026-03-11,2026-03-12,1,654.8541,645.03,645.03,684.32,1,-9.82,-1.5,-1.0,stop,6,83.3,0.65
META,short,2026-04-02,2026-04-02,0,565.4739,573.96,573.96,540.03,1,-8.49,-1.5,-1.0,stop,-4,62.2,0.57
META,short,2026-04-07,2026-04-08,1,571.9075,606.0,580.49,546.17,1,-34.09,-5.96,-3.97,gap_stop,-5,72.2,0.57
META,short,2026-05-01,2026-05-06,3,614.0753,612.88,623.29,586.44,1,1.2,0.19,0.13,signal_flip,-4,62.2,0.61
META,short,2026-05-18,2026-05-27,6,608.5009,617.63,617.63,581.12,1,-9.13,-1.5,-1.0,stop,-5,72.2,0.61
META,long,2026-06-04,2026-06-05,1,624.2937,614.93,614.93,652.39,1,-9.36,-1.5,-1.0,stop,7,100.0,0.62
DDOG,short,2025-08-08,2025-08-08,0,136.4534,138.5,138.5,130.31,7,-14.33,-1.5,-1.0,stop,-4,62.2,0.96
DDOG,long,2025-08-29,2025-08-29,0,140.1,138.0,138.0,146.4,7,-14.7,-1.5,-1.0,stop,5,73.3,0.98
DDOG,long,2025-09-08,2025-09-10,2,136.4263,142.57,134.38,142.57,7,43.01,4.5,3.0,take_profit,6,83.3,0.95
DDOG,long,2025-09-16,2025-09-16,0,135.9859,133.95,133.95,142.11,7,-14.25,-1.5,-1.0,stop,6,83.3,0.95
DDOG,long,2025-09-19,2025-09-24,3,136.4563,136.57,134.41,142.6,7,0.8,0.08,0.06,signal_flip,5,72.2,0.95
DDOG,long,2025-09-29,2025-09-29,0,140.3102,145.26,138.21,146.62,7,34.65,3.53,2.36,signal_flip,5,72.2,0.98
DDOG,long,2025-10-21,2025-10-22,1,156.4563,154.11,154.11,163.5,6,-14.08,-1.5,-1.0,stop,5,72.2,0.94
DDOG,long,2025-10-24,2025-10-24,0,159.149,156.76,156.76,166.31,6,-14.33,-1.5,-1.0,stop,5,72.2,0.95
DDOG,long,2025-10-29,2025-10-29,0,156.9168,154.56,154.56,163.98,6,-14.14,-1.5,-1.0,stop,5,72.2,0.94
DDOG,long,2025-11-03,2025-11-03,0,163.163,160.72,160.72,170.51,6,-14.66,-1.5,-1.0,stop,4,62.2,0.98
DDOG,short,2025-11-05,2025-11-06,1,157.9918,178.89,160.36,150.88,6,-125.39,-13.23,-8.82,gap_stop,-4,62.2,0.95
DDOG,short,2026-01-09,2026-01-12,1,130.6292,124.75,132.59,124.75,7,41.15,4.5,3.0,take_profit,-4,62.2,0.92
DDOG,long,2026-01-23,2026-01-23,0,130.6305,130.13,128.67,136.51,7,-3.5,-0.38,-0.26,signal_flip,5,73.3,0.91
DDOG,long,2026-01-27,2026-01-27,0,141.0609,138.94,138.94,147.41,7,-14.85,-1.5,-1.0,stop,7,100.0,0.99
DDOG,short,2026-01-30,2026-01-30,0,127.862,129.78,129.78,122.11,7,-13.43,-1.5,-1.0,stop,-7,100.0,0.9
DDOG,short,2026-02-04,2026-02-04,0,118.8211,113.47,120.6,113.47,8,42.81,4.5,3.01,take_profit,-5,73.3,0.95
DDOG,long,2026-02-11,2026-02-11,0,131.2912,129.32,129.32,137.2,7,-13.8,-1.5,-1.0,stop,6,88.9,0.92
DDOG,short,2026-02-23,2026-02-23,0,113.7561,108.64,115.46,108.64,8,40.93,4.5,3.0,take_profit,-6,83.3,0.91
DDOG,short,2026-03-02,2026-03-02,0,109.0608,110.7,110.7,104.15,9,-14.75,-1.5,-1.0,stop,-6,83.3,0.98
DDOG,long,2026-03-27,2026-03-27,0,120.12,118.32,118.32,125.53,8,-14.4,-1.5,-1.0,stop,4,61.1,0.96
DDOG,long,2026-04-24,2026-04-24,0,128.2581,126.33,126.33,134.03,7,-13.5,-1.5,-1.0,stop,4,62.2,0.9
ROST,long,2025-08-20,2025-08-20,0,147.6591,145.44,145.44,154.3,6,-13.31,-1.5,-1.0,stop,4,62.2,0.89
ROST,long,2025-09-12,2025-09-12,0,149.1886,146.95,146.95,155.9,6,-13.43,-1.5,-1.0,stop,5,72.2,0.89
ROST,short,2025-10-13,2025-10-13,0,147.878,150.1,150.1,141.22,6,-13.33,-1.5,-1.0,stop,-4,61.1,0.89
ROST,long,2025-11-11,2025-11-14,3,161.8008,159.37,159.37,169.08,6,-14.58,-1.5,-1.0,stop,7,100.0,0.97
ROST,long,2025-12-11,2025-12-23,8,181.5695,178.85,178.85,189.74,5,-13.6,-1.5,-1.0,stop,5,73.3,0.91
ROST,long,2025-12-26,2026-01-06,6,179.9047,188.0,177.21,188.0,5,40.48,4.5,3.0,take_profit,6,83.3,0.9
ROST,long,2026-02-03,2026-02-04,1,188.6078,188.5,185.78,197.1,5,-0.54,-0.06,-0.04,signal_flip,5,66.7,0.94
ROST,short,2026-02-06,2026-02-06,0,189.6438,189.96,192.49,181.11,5,-1.6,-0.17,-0.11,signal_flip,-4,61.1,0.95
ROST,long,2026-03-17,2026-03-30,9,209.1393,208.38,206.0,218.55,4,-3.03,-0.36,-0.24,signal_flip,6,83.3,0.84
ROST,long,2026-04-24,2026-05-07,9,225.8133,222.43,222.43,235.97,4,-13.53,-1.5,-1.0,stop,6,83.3,0.9
ROST,long,2026-06-01,2026-06-01,0,227.7714,224.35,224.35,238.02,4,-13.69,-1.5,-1.0,stop,5,73.3,0.91
DXCM,short,2025-07-31,2025-07-31,0,85.6143,86.9,86.9,81.76,11,-14.14,-1.5,-1.0,stop,-4,66.7,0.94
DXCM,short,2025-08-14,2025-08-15,1,79.6603,80.86,80.86,76.08,12,-14.4,-1.51,-1.0,stop,-5,73.3,0.96
DXCM,short,2025-08-22,2025-08-22,0,80.929,82.14,82.14,77.29,12,-14.53,-1.5,-1.0,stop,-6,83.3,0.97
DXCM,short,2025-08-26,2025-09-03,5,76.1737,77.32,77.32,72.75,13,-14.9,-1.5,-1.0,stop,-5,73.3,0.99
DXCM,short,2025-09-09,2025-09-09,0,77.5324,78.7,78.7,74.04,12,-14.01,-1.51,-1.0,stop,-6,83.3,0.93
DXCM,short,2025-09-11,2025-09-11,0,76.1638,77.31,77.31,72.74,13,-14.9,-1.5,-1.0,stop,-5,64.4,0.99
DXCM,short,2025-09-18,2025-09-18,0,72.8571,73.95,73.95,69.58,13,-14.21,-1.5,-1.0,stop,-5,73.3,0.95
DXCM,short,2025-10-08,2025-10-08,0,65.894,66.88,66.88,62.93,15,-14.79,-1.5,-1.0,stop,-6,83.3,0.99
DXCM,short,2025-10-13,2025-10-14,1,65.924,66.91,66.91,62.96,15,-14.79,-1.5,-1.0,stop,-6,83.3,0.99
DXCM,short,2025-10-16,2025-10-20,2,65.934,67.05,66.92,62.97,15,-16.74,-1.69,-1.13,gap_stop,-6,83.3,0.99
DXCM,short,2025-11-17,2025-11-17,0,58.0519,58.92,58.92,55.44,17,-14.76,-1.5,-1.0,stop,-6,83.3,0.99
DXCM,short,2025-11-21,2025-11-21,0,58.4415,59.32,59.32,55.81,17,-14.93,-1.5,-1.0,stop,-6,83.3,0.99
DXCM,long,2025-12-23,2025-12-23,0,67.4274,66.42,66.42,70.46,14,-14.1,-1.49,-1.0,stop,6,83.3,0.94
DXCM,long,2025-12-26,2025-12-31,3,67.5174,66.5,66.5,70.56,14,-14.24,-1.51,-1.0,stop,6,83.3,0.94
DXCM,long,2026-01-06,2026-01-07,1,67.7177,70.76,66.7,70.76,14,42.59,4.49,2.99,take_profit,5,73.3,0.95
DXCM,long,2026-01-13,2026-01-13,0,70.9609,69.9,69.9,74.15,14,-14.85,-1.5,-1.0,stop,7,100.0,0.99
DXCM,long,2026-01-20,2026-01-21,1,68.8388,71.94,67.81,71.94,14,43.42,4.51,3.01,take_profit,5,64.4,0.96
DXCM,short,2026-03-20,2026-03-27,5,67.3526,64.32,68.36,64.32,14,42.46,4.5,3.01,take_profit,-6,83.3,0.94
DXCM,short,2026-04-14,2026-04-14,0,62.6273,63.57,63.57,59.81,15,-14.14,-1.51,-1.0,stop,-5,64.4,0.94
DXCM,short,2026-04-16,2026-04-16,0,61.2287,62.15,62.15,58.47,16,-14.74,-1.5,-1.0,stop,-5,73.3,0.98
DXCM,long,2026-04-21,2026-04-21,0,64.9349,63.96,63.96,67.86,15,-14.62,-1.5,-1.0,stop,4,61.1,0.97
DXCM,short,2026-04-24,2026-04-28,2,62.6073,59.79,63.55,59.79,15,42.26,4.5,2.99,take_profit,-6,83.3,0.94
DXCM,short,2026-05-05,2026-05-07,2,60.4795,61.39,61.39,57.76,16,-14.57,-1.51,-1.0,stop,-7,100.0,0.97
DXCM,short,2026-05-12,2026-05-12,0,60.0799,60.98,60.98,57.38,16,-14.4,-1.5,-1.0,stop,-6,83.3,0.96
DXCM,short,2026-05-14,2026-05-15,1,58.961,59.91,59.85,56.31,16,-15.18,-1.61,-1.07,gap_stop,-7,100.0,0.94
CHTR,short,2025-08-29,2025-09-04,3,262.8569,266.8,266.8,251.03,3,-11.83,-1.5,-1.0,stop,-6,83.3,0.79
CHTR,short,2025-09-11,2025-09-12,1,261.738,265.66,265.66,249.96,3,-11.77,-1.5,-1.0,stop,-6,83.3,0.79
CHTR,short,2025-09-16,2025-09-17,1,259.9498,263.85,263.85,248.25,3,-11.7,-1.5,-1.0,stop,-6,83.3,0.78
CHTR,short,2025-09-19,2025-09-22,1,262.8369,266.13,266.78,251.01,3,-9.88,-1.25,-0.84,signal_flip,-6,83.3,0.79
CHTR,long,2025-09-29,2025-09-29,0,275.0247,276.12,270.9,287.4,3,3.29,0.4,0.27,signal_flip,4,62.2,0.82
CHTR,short,2025-11-25,2025-11-25,0,198.8809,201.86,201.86,189.93,5,-14.9,-1.5,-1.0,stop,-4,62.2,1.0
CHTR,long,2025-12-26,2026-01-07,7,207.7776,206.36,204.66,217.13,4,-5.67,-0.68,-0.45,signal_flip,5,72.2,0.83
CHTR,short,2026-01-13,2026-01-15,2,203.766,194.6,206.82,194.6,4,36.66,4.5,3.0,take_profit,-5,72.2,0.82
CHTR,long,2026-02-02,2026-02-02,0,209.0488,205.91,205.91,218.46,4,-12.56,-1.5,-1.0,stop,7,100.0,0.84
CHTR,long,2026-03-02,2026-03-02,0,231.6915,228.22,228.22,242.12,4,-13.89,-1.5,-1.0,stop,6,83.3,0.93
CHTR,short,2026-03-04,2026-03-04,0,229.0607,232.5,232.5,218.75,4,-13.76,-1.5,-1.0,stop,-4,61.1,0.92
CHTR,long,2026-03-31,2026-03-31,0,221.8716,218.54,218.54,231.86,4,-13.33,-1.5,-1.0,stop,7,100.0,0.89
CHTR,long,2026-04-16,2026-04-16,0,220.9207,230.86,217.61,230.86,4,39.76,4.5,3.0,take_profit,5,73.3,0.88
CHTR,short,2026-04-27,2026-04-27,0,178.7311,181.41,181.41,170.69,5,-13.39,-1.5,-1.0,stop,-5,73.3,0.89
CHTR,short,2026-05-18,2026-05-18,0,139.85,141.95,141.95,133.56,7,-14.7,-1.5,-1.0,stop,-5,73.3,0.98
CHTR,short,2026-05-27,2026-05-27,0,145.6442,147.83,147.83,139.09,6,-13.11,-1.5,-1.0,stop,-6,83.3,0.87
CHTR,short,2026-06-01,2026-06-01,0,143.2566,145.41,145.41,136.81,6,-12.92,-1.5,-1.0,stop,-7,100.0,0.86
CCEP,long,2025-08-05,2025-08-06,1,95.42,88.64,93.99,99.71,10,-67.77,-7.1,-4.74,gap_stop,6,88.9,0.95
CCEP,short,2025-08-13,2025-08-15,2,90.4616,88.34,91.82,86.39,11,23.32,2.34,1.56,signal_flip,-5,72.2,1.0
CCEP,short,2025-09-16,2025-09-17,1,85.8495,87.14,87.14,81.99,11,-14.2,-1.5,-1.0,stop,-6,83.3,0.94
CCEP,long,2025-09-22,2025-09-22,0,87.006,86.25,85.7,90.92,11,-8.35,-0.87,-0.58,signal_flip,6,88.9,0.96
CCEP,long,2025-09-25,2025-09-26,1,87.5813,86.27,86.27,91.52,11,-14.42,-1.5,-1.0,stop,4,61.1,0.96
CCEP,long,2025-09-30,2025-10-01,1,87.5715,87.68,86.26,91.51,11,1.18,0.12,0.08,signal_flip,4,61.1,0.96
CCEP,short,2025-10-03,2025-10-06,1,85.3921,85.37,86.67,81.55,11,0.24,0.03,0.02,signal_flip,-5,73.3,0.94
CCEP,short,2025-10-13,2025-10-14,1,85.8981,87.19,87.19,82.03,11,-14.21,-1.5,-1.0,stop,-5,73.3,0.95
CCEP,short,2025-10-22,2025-11-03,8,89.4788,85.45,90.82,85.45,11,44.32,4.5,3.0,take_profit,-4,61.1,0.99
CCEP,long,2025-11-10,2025-11-10,0,88.761,87.43,87.43,92.76,11,-14.64,-1.5,-1.0,stop,5,64.4,0.98
CCEP,long,2025-12-01,2025-12-04,3,91.1088,89.74,89.74,95.21,10,-13.69,-1.5,-1.0,stop,6,83.3,0.91
CCEP,short,2025-12-09,2025-12-09,0,89.4045,90.75,90.75,85.38,11,-14.8,-1.5,-1.0,stop,-4,61.1,0.98
CCEP,long,2025-12-22,2025-12-31,6,91.0394,89.67,89.67,95.14,10,-13.69,-1.5,-1.0,stop,5,64.4,0.91
CCEP,short,2026-01-13,2026-01-13,0,86.9137,88.22,88.22,83.0,11,-14.37,-1.5,-1.0,stop,-5,72.2,0.96
CCEP,long,2026-01-23,2026-01-29,4,88.1771,90.26,86.85,92.15,11,22.87,2.36,1.57,signal_flip,5,72.2,0.97
CCEP,long,2026-04-17,2026-04-21,2,96.8136,95.36,95.36,101.17,10,-14.54,-1.5,-1.0,stop,5,72.2,0.97
CCEP,long,2026-04-24,2026-04-29,3,96.3778,94.93,94.93,100.71,10,-14.48,-1.5,-1.0,stop,5,72.2,0.96
CCEP,short,2026-05-08,2026-05-13,3,93.2891,90.45,94.69,89.09,10,28.35,3.04,2.02,signal_flip,-5,73.3,0.93
CCEP,short,2026-05-29,2026-06-03,3,91.6183,92.41,92.99,87.5,10,-7.92,-0.86,-0.58,signal_flip,-5,73.3,0.92
ABNB,short,2025-07-30,2025-07-31,1,135.7641,132.41,137.8,129.65,7,23.48,2.47,1.65,signal_flip,-4,62.2,0.95
ABNB,short,2025-09-04,2025-09-05,1,124.5254,126.39,126.39,118.92,8,-14.92,-1.5,-1.0,stop,-6,88.9,1.0
ABNB,short,2025-09-24,2025-09-24,0,123.3765,125.23,125.23,117.82,8,-14.83,-1.5,-1.0,stop,-6,88.9,0.99
ABNB,long,2025-10-15,2025-10-16,1,124.4593,122.59,122.59,130.06,8,-14.95,-1.5,-1.0,stop,4,62.2,0.99
ABNB,short,2025-11-05,2025-11-05,0,121.878,123.71,123.71,116.39,8,-14.66,-1.5,-1.0,stop,-4,62.2,0.98
ABNB,short,2025-11-14,2025-11-14,0,120.7991,122.61,122.61,115.36,8,-14.49,-1.5,-1.0,stop,-5,72.2,0.97
ABNB,long,2025-12-04,2025-12-05,1,120.2702,124.32,118.47,125.68,8,32.4,3.37,2.25,signal_flip,5,72.2,0.96
ABNB,long,2026-01-06,2026-01-14,6,136.0859,134.04,134.04,142.21,7,-14.32,-1.5,-1.0,stop,5,72.2,0.95
ABNB,short,2026-01-16,2026-01-20,1,132.4674,130.73,134.45,126.51,7,12.16,1.31,0.88,signal_flip,-4,62.2,0.93
ABNB,short,2026-01-26,2026-01-26,0,132.3575,134.34,134.34,126.4,7,-13.88,-1.5,-1.0,stop,-6,88.9,0.93
ABNB,short,2026-01-28,2026-02-03,4,132.4075,126.45,134.39,126.45,7,41.7,4.5,3.01,take_profit,-5,72.2,0.93
ABNB,short,2026-02-24,2026-02-24,0,123.896,125.75,125.75,118.32,8,-14.83,-1.5,-1.0,stop,-6,88.9,0.99
ABNB,long,2026-03-12,2026-03-12,0,132.5824,130.59,130.59,138.55,7,-13.95,-1.5,-1.0,stop,5,72.2,0.93
ABNB,long,2026-03-18,2026-03-19,1,131.3312,129.36,129.36,137.24,7,-13.8,-1.5,-1.0,stop,6,83.3,0.92
ABNB,short,2026-03-23,2026-03-23,0,130.1597,132.11,132.11,124.3,7,-13.65,-1.5,-1.0,stop,-6,88.9,0.91
ABNB,short,2026-03-25,2026-03-25,0,130.7591,132.72,132.72,124.87,7,-13.73,-1.5,-1.0,stop,-5,72.2,0.92
ABNB,short,2026-04-08,2026-04-08,0,130.859,132.82,132.82,124.97,7,-13.73,-1.5,-1.0,stop,-6,83.3,0.92
ABNB,long,2026-04-14,2026-04-14,0,130.6305,133.85,128.67,136.51,7,22.54,2.46,1.64,signal_flip,5,72.2,0.91
ABNB,long,2026-04-30,2026-04-30,0,142.142,140.01,140.01,148.54,7,-14.92,-1.5,-1.0,stop,5,72.2,0.99
ABNB,long,2026-05-11,2026-05-11,0,141.8867,139.76,139.76,148.27,7,-14.89,-1.5,-1.0,stop,6,88.9,0.99
ABNB,short,2026-05-26,2026-05-26,0,132.2376,134.22,134.22,126.29,7,-13.88,-1.5,-1.0,stop,-5,72.2,0.93
ABNB,short,2026-05-28,2026-05-28,0,131.2286,133.2,133.2,125.32,7,-13.8,-1.5,-1.0,stop,-5,72.2,0.92
ABNB,short,2026-06-05,2026-06-05,0,133.886,135.89,135.89,127.86,7,-14.03,-1.5,-1.0,stop,-5,72.2,0.94
ABNB,long,2026-06-09,2026-06-09,0,134.7146,132.69,132.69,140.78,7,-14.17,-1.5,-1.0,stop,5,72.2,0.94
VRTX,long,2025-08-04,2025-08-05,1,466.9765,408.22,459.97,487.99,2,-117.51,-12.58,-8.39,gap_stop,4,66.7,0.93
VRTX,short,2025-08-15,2025-08-20,3,391.0985,396.96,396.96,373.5,2,-11.72,-1.5,-1.0,stop,-6,83.3,0.78
VRTX,short,2025-09-02,2025-09-02,0,390.629,396.49,396.49,373.05,2,-11.72,-1.5,-1.0,stop,-6,83.3,0.78
VRTX,long,2025-09-10,2025-09-10,0,396.5662,390.62,390.62,414.41,2,-11.89,-1.5,-1.0,stop,4,61.1,0.79
VRTX,long,2025-09-12,2025-09-15,1,395.0747,393.21,389.15,412.85,2,-3.73,-0.47,-0.31,signal_flip,4,61.1,0.79
VRTX,short,2025-09-17,2025-09-24,5,392.5471,374.88,398.44,374.88,2,35.33,4.5,3.0,take_profit,-7,100.0,0.79
VRTX,short,2025-10-06,2025-10-07,1,404.2553,410.32,410.32,386.06,2,-12.13,-1.5,-1.0,stop,-4,61.1,0.81
VRTX,long,2025-10-15,2025-10-16,1,412.5822,406.39,406.39,431.15,2,-12.38,-1.5,-1.0,stop,4,61.1,0.82
VRTX,long,2025-10-29,2025-11-04,4,418.438,412.16,412.16,437.27,2,-12.56,-1.5,-1.0,stop,5,72.2,0.84
VRTX,short,2025-11-25,2025-11-25,0,425.4941,429.82,431.88,406.35,2,-8.65,-1.02,-0.68,signal_flip,-4,62.2,0.85
VRTX,long,2025-12-03,2025-12-03,0,440.7503,460.58,434.14,460.58,2,39.66,4.5,3.0,take_profit,5,72.2,0.88
VRTX,long,2025-12-11,2025-12-31,13,446.0956,453.36,439.4,466.17,2,14.53,1.63,1.08,signal_flip,5,72.2,0.89
VRTX,short,2026-01-05,2026-01-06,1,448.3812,455.11,455.11,428.2,2,-13.46,-1.5,-1.0,stop,-5,72.2,0.9
VRTX,short,2026-02-06,2026-02-06,0,459.2303,466.12,466.12,438.56,2,-13.78,-1.5,-1.0,stop,-4,62.2,0.92
VRTX,short,2026-02-11,2026-02-12,1,459.9696,466.87,466.87,439.27,2,-13.8,-1.5,-1.0,stop,-4,62.2,0.92
VRTX,long,2026-02-17,2026-02-17,0,489.9495,482.6,482.6,512.0,2,-14.7,-1.5,-1.0,stop,5,66.7,0.98
VRTX,long,2026-02-23,2026-02-24,1,475.5551,487.43,468.42,496.96,2,23.75,2.5,1.66,signal_flip,5,72.2,0.95
VRTX,long,2026-03-11,2026-03-11,0,498.3779,490.9,490.9,520.8,2,-14.96,-1.5,-1.0,stop,5,73.3,1.0
VRTX,short,2026-04-13,2026-04-13,0,433.7358,440.24,440.24,414.22,2,-13.01,-1.5,-1.0,stop,-5,72.2,0.87
VRTX,short,2026-04-17,2026-04-29,8,441.1084,421.26,447.73,421.26,2,39.7,4.5,3.0,take_profit,-5,72.2,0.88
VRTX,short,2026-05-08,2026-05-08,0,421.9476,428.28,428.28,402.96,2,-12.66,-1.5,-1.0,stop,-5,72.2,0.84
VRTX,long,2026-05-12,2026-05-13,1,440.3599,453.06,433.75,460.18,2,25.4,2.88,1.92,signal_flip,6,88.9,0.88
VRTX,long,2026-05-19,2026-05-20,1,437.2268,430.67,430.67,456.9,2,-13.11,-1.5,-1.0,stop,4,62.2,0.87
VRTX,long,2026-05-22,2026-06-02,6,437.5071,430.94,430.94,457.19,2,-13.13,-1.5,-1.0,stop,4,62.2,0.87
ADI,long,2025-08-13,2025-08-19,4,230.114,227.39,226.66,240.47,4,-10.91,-1.18,-0.79,signal_flip,4,62.2,0.92
ADI,long,2025-09-08,2025-09-12,4,245.9781,242.92,242.29,257.05,4,-12.24,-1.24,-0.83,signal_flip,5,72.2,0.98
ADI,short,2025-09-22,2025-09-23,1,243.0719,246.72,246.72,232.13,4,-14.59,-1.5,-1.0,stop,-6,88.9,0.97
ADI,long,2025-09-25,2025-09-25,0,245.5021,241.82,241.82,256.55,4,-14.73,-1.5,-1.0,stop,5,72.2,0.98
ADI,short,2025-10-23,2025-10-23,0,234.8477,238.37,238.37,224.28,4,-14.09,-1.5,-1.0,stop,-5,64.4,0.94
ADI,long,2025-10-28,2025-10-28,0,239.4927,237.11,235.9,250.27,4,-9.52,-0.99,-0.66,signal_flip,5,72.2,0.96
ADI,short,2025-10-30,2025-11-05,4,232.6111,236.1,236.1,222.14,4,-13.96,-1.5,-1.0,stop,-6,83.3,0.93
ADI,short,2025-11-18,2025-11-19,1,227.4747,230.89,230.89,217.24,4,-13.66,-1.5,-1.0,stop,-7,100.0,0.91
ADI,long,2025-12-11,2025-12-17,4,280.2043,276.0,276.0,292.81,3,-12.61,-1.5,-1.0,stop,5,73.3,0.84
ADI,long,2025-12-24,2025-12-29,2,275.8157,274.02,271.68,288.23,3,-5.39,-0.65,-0.43,signal_flip,6,83.3,0.83
ADI,long,2026-03-02,2026-03-03,1,347.0883,338.22,341.88,362.71,2,-17.73,-2.55,-1.7,gap_stop,5,73.3,0.69
ADI,short,2026-03-23,2026-03-24,1,314.3036,319.02,319.02,300.16,3,-14.15,-1.5,-1.0,stop,-5,73.3,0.94
ADI,short,2026-03-27,2026-03-31,2,309.7108,314.36,314.36,295.77,3,-13.95,-1.5,-1.0,stop,-6,83.3,0.93
ADI,long,2026-04-02,2026-04-06,1,309.7319,323.67,305.09,323.67,3,41.81,4.5,3.0,take_profit,4,61.1,0.93
ADI,long,2026-04-30,2026-05-06,4,392.7077,410.38,386.82,410.38,2,35.34,4.5,3.0,take_profit,6,83.3,0.78
ADI,long,2026-05-13,2026-05-15,2,427.098,414.05,420.69,446.32,2,-26.1,-3.06,-2.04,gap_stop,5,73.3,0.85
ADI,long,2026-05-20,2026-05-20,0,389.3236,383.48,383.48,406.84,2,-11.69,-1.5,-1.0,stop,5,73.3,0.78
ADI,long,2026-05-27,2026-05-27,0,432.7482,426.26,426.26,452.22,2,-12.98,-1.5,-1.0,stop,7,100.0,0.86
ADI,long,2026-05-29,2026-05-29,0,422.7156,416.37,416.37,441.74,2,-12.69,-1.5,-1.0,stop,7,100.0,0.84
ADI,short,2026-06-02,2026-06-02,0,409.0905,415.23,415.23,390.68,2,-12.28,-1.5,-1.0,stop,-4,61.1,0.82
ADI,short,2026-06-08,2026-06-09,1,414.5351,395.88,420.75,395.88,2,37.31,4.5,3.0,take_profit,-6,88.9,0.83
CDNS,long,2025-08-18,2025-08-19,1,349.6393,346.88,344.39,365.37,2,-5.52,-0.79,-0.53,signal_flip,6,83.3,0.7
CDNS,short,2025-08-26,2025-08-28,2,343.7959,348.95,348.95,328.33,2,-10.31,-1.5,-1.0,stop,-4,61.1,0.69
CDNS,short,2025-09-02,2025-09-04,2,343.6061,348.76,348.76,328.14,2,-10.31,-1.5,-1.0,stop,-4,61.1,0.69
CDNS,short,2025-09-11,2025-09-11,0,342.0176,347.15,347.15,326.63,2,-10.26,-1.5,-1.0,stop,-6,88.9,0.68
CDNS,short,2025-09-15,2025-09-15,0,342.8268,347.97,347.97,327.4,2,-10.29,-1.5,-1.0,stop,-4,61.1,0.69
CDNS,short,2025-09-18,2025-09-18,0,359.1405,364.53,364.53,342.98,2,-10.78,-1.5,-1.0,stop,-4,61.1,0.72
